Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_FoodTour,Unnamed: 8,Unnamed: 9
"DISCOVERYVIETNAM CO.,TLD",-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/bc/0a/b3/caption.jpg?w=1200&h=900&s=1,"Một trong những trải nghiệm thú vị nhất mà tôi được thấy, nhìn và cảm nhận.
Hành trình tour bắt đầu với những khung cảnh đẹp đẽ của một hòn đảo xinh đẹp, chúng tôi đi xe máy cảm nhận mùi hương của biển, những khung cảnh bình dị của người dân trên đảo và được đi trekking nhẹ trong Vườn quốc gia.
Chúng tôi bắt đầu hành trình tham quan Vịnh hết sức táo bạo với việc trèo Kayak 2-3km waaaooo thật là thú vị đó có lẽ là điều tôi khó quên. Vịnh Lan hạ rất đẹp, nước trong xanh và mọi thứ xung quanh thật hùng vĩ. Gặp gỡ những con người sống và làm việc trên biển trải nghiệm cuộc sống trên bè nổi và thưởng thức những món hải sản vô cùng tươi ngon ngay trên thuyền. HDV rất nhiệt tình và có trách nhiệm anh ấy luôn quan tâm đến những điều nhỏ nhặt và biết chúng tôi cần gì để cung cấp.
Tôi sẽ quay lại để trải nghieemh thêm những hành trình mới này",Số 2 trên 7 Đồ ăn & Đồ uống ở Cát Bà,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d25446603-Reviews-DISCOVERYVIETNAM_CO_TLD-Cat_Ba_Hai_Phong.html,,
Serene Garden Cafe - Cooking Class,-1,5.0,-1,-1,"Een oase van rust in het immens toeristische stadje. Je loopt er zo voorbij maar het is de moeite waard om het kleine gangetje in te lopen. De aangename tuin en vriendelijke bediening maakten dat we vol verlangen uitkeken naar ons eten. We bestelden mango-papaya salade, garnalen in tamarind sauce en gevulde inktvis. De drankjes waren lekker koel. Het smaakte overheerlijk. En het was er leuk vertoeven. Nu de versleten lampionnen nog een keer vervangen en dan is het zicht ook helemaal in de sfeer van Hoi An. Een aanrader!",Số 53 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d8179999-Reviews-Serene_Garden_Cafe_Cooking_Class-Hoi_An_Quang_Nam_Province.html,,
Well Spa,-1,5.0,-1,-1,"Nhân viên thân thiện, spa sang trọng, nhân viên massage nhiệt tình, sẽ quay lại vào lần sau khi tới Nha Trang",Số 5 trên 26 Đồ ăn & Đồ uống ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d21369154-Reviews-Well_Spa-Nha_Trang_Khanh_Hoa_Province.html,,
Viet Flame Tours,-1,5.0,-1,-1,"Tôi biết đến viet flame tour thông qua một người bạn giới thiệu, tôi liên hệ và đặt tour đi hạ long 2 ngày 1 đêm, viet flame tour đã cung cấp cho tôi 1 chuyến đi thật sự tuyệt vời, chắc chắn lần sau tôi sẽ liên hệ lại với viet flame tour để đặt các dịch vụ khác nữa.

Cảm ơn Viet Flame rất nhiều.",Số 137 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7928897-Reviews-Viet_Flame_Tours-Hanoi.html,,
Traveling Spoon,-1,5.0,-1,-1,"It is always a great way to experience a city and it’s culture when you are able to go into someone’s home and learn to cool with them
This is a great event hosted by a lovely mother and daughter, the food was the tastiest we have eaten in vietnam",Số 36 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12392464-Reviews-Traveling_Spoon-Hanoi.html,,
Asia Essence Tours,-1,5.0,-1,-1,"I've never been so excited to get home and write a review. Absolutely without a doubt THE BEST tour ever. We travelled from Hanoi, to Danang, to Hoi An, the Phan Thiet, HCMC and the the Mekong Delta with my husband and 7 & 9 year old daughters.
We trawled the internet for weeks to find a great local Vietnamese company for our family adventure holiday and hit the jackpot with Kate and Asia Essence Tours. As soon as I started making enquires Kate responded straight away. I was specific and knew what we wanted: Family Friendly, Private tours & transport, Adventure, Culture, Art, History, Travel, Farms, Poolside, 4-5star and Relaxation in two weeks. I gave Kate my budget (ex international airfares) and she sure delivered beyond our expectations!! She greeted us in person on the first day, gave us a SIM card and almost daily she checked in with us with meticulous details and made sure everything was running smoothly for us. We felt so supported and looked after by Kate and nothing was ever an issue. And her genuine kindness and concern was so comforting when traveling with kids somewhere totally new.
We did our own thing within our itinerary some days but as a family when there was a tour planned by Kate we had a motto 'if Kate planned it, it was going to be great"" and it was every time. I think we may have even saved up to 30% on the prices of hotels and tours by booking with Kate also.
No one got sick, at no time did any booking not happen and Kate was always there to see us through.
I have done loads of traveling in my lifetime and this tour company without a doubt is the BEST I have ever felt with.
Look no further Kate at Asia Essence Tours gets 10 out of 10 from us and without a doubt we will be back to Vietnam!",Số 155 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8099019-Reviews-Asia_Essence_Tours-Hanoi.html,,
Vespa Adventure Tours,-1,5.0,-1,-1,So much fun. You see how crazy it is on a scooter but you feel very safe. We did the Saigon night tour. A guide takes you to great places you won’t otherwise see. Unforgettable. And we are 67 yrs old and it was a breeze.,Số 100 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12409628-Reviews-Vespa_Adventure_Tours-Ho_Chi_Minh_City.html,,
Hoi An Hungry Belly Tours & More,-1,5.0,-1,-1,-1,Số 71 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d24968037-Reviews-Hoi_An_Hungry_Belly_Tours_More-Hoi_An_Quang_Nam_Province.html,,
Danangbycar.com,-1,5.0,-1,-1,Cảm ơn công ty đã cho tôi một dịch vụ tốt.Tài xế rất thân thiện đã cho chúng tôi trải nghiệm nhiều món ngon tại địa phương,Số 6 trên 88 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d19888433-Reviews-Danangbycar_com-Da_Nang.html,,
The Vietnam Journey Dotcom,-1,5.0,-1,-1,-1,Số 170 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24942947-Reviews-The_Vietnam_Journey_Dotcom-Hanoi.html,,
LaLa SaPa Trekking Tour,-1,5.0,-1,-1,"This homestay was one of the best things we did in Vietnam and the best spring rolls in Vietnam!

We did 2 nights 2 days with Lala and Su and have both said it was one of the best things we did over the 4 week trip.

We hiked 2 days with Su, his knowledge and enthusiasm meant we had amazing fun going through bamboo forests and rice fields.

At night we had dinner with Lala, Su & their family which was tasty and insightful. We also had happy water and played games.

I would recommend Lala's tour to anyone!",Số 3 trên 11 Đồ ăn & Đồ uống ở Sapa,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d17584134-Reviews-LaLa_SaPa_Trekking_Tour-Sapa_Lao_Cai_Province.html,,
Hue Grit Tour,-1,5.0,-1,-1,Tour was great - Luke showed us another side of Hue food - every place was a little different but everything was delicious and interesting. We had already tried some of the dishes in the plan so Luke made some on the fly changes to the tour and every dish we ate that night was new to us. Had a blast and highly recommend this tour.,Số 25 trên 84 Đồ ăn & Đồ uống ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d14014975-Reviews-Hue_Grit_Tour-Hue_Thua_Thien_Hue_Province.html,,
Vietnam Travel Tour,-1,5.0,-1,-1,"Big David really made sure everything is good from the pick up - van ride - food & ample water provision.

This Tour Guide ( Big David ) is well versed , well read with the history of the places & his command of the English Language is impeccable.

He is one whom you could rely one for real information and comfortable your.",Số 33 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17397769-Reviews-Vietnam_Travel_Tour-Ho_Chi_Minh_City.html,,
Saigon Adventure Tours,-1,5.0,-1,-1,We had a great time with Unicorn on the Mekong 1/2 day tour and Cu Chi Tunnels. He was an excellent guide and so entertaining! Best guide in Vietnam!,Số 50 trên 154 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15300727-Reviews-Saigon_Adventure_Tours-Ho_Chi_Minh_City.html,,
Lela Locals - Hanoi Food Tour,-1,5.0,-1,-1,"Our guide Jamie was the best!!! We went to atleast 10 different places, safe to say we were stuffed at the end. Wouldn’t have known to try certain foods and especially places, Jamie brought us to the best ones. Couldn’t have asked for a better food tour, thank you!",Số 150 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24044296-Reviews-Lela_Locals_Hanoi_Food_Tour-Hanoi.html,,
Hanoi Tour Zone,-1,4.5,-1,-1,Do not book this way. There is no guarantee. You get a voucher and if tickets are sold out you will not get in. The cost is almost double. Much better to book direct at the theatre. Weekends are busy so you will need to book in advance if your time is limited. Book near the front rows A-E for a closer view. Middle seats best around 10. Seats 18/19 are at the end.,Số 149 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19125410-Reviews-Hanoi_Tour_Zone-Hanoi.html,,
Da Nang Tours,-1,5.0,-1,-1,"I was on a group tour to Ba Na Hills. The guide(Mr. Phuoc) was extremely friendly! Our guide did a very good job. He quickly found his voice with our team. Hồ Thiên Phước was always kind and patient. He told many stories and stories and also the history of Da Nang, Ba Na Hills, while we were on our way there. These cannot be found online.
This is a full day program. We only came at closing time. I can only recommend it to everyone.
In the next few days, we will also visit the city of HuE under the leadership of Mr. Pouch. We visited the Forbidden City and walked along the Perfume River. We visited Marble Mountain and the shrine of ""My Son"" sanctuary. We received a lot of interesting and important information.
If you come to Da Nang, don't miss these programs.",Số 7 trên 88 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d17543712-Reviews-Da_Nang_Tours-Da_Nang.html,,
Sky Asia Travel,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/7f/24/c7.jpg,My friend and I had a great time. We were booked at nice hotels. We enjoyed our tours. Anne/Hoa was very helpful and looked after us the entire time we were in Vietnam. She arranged the free transpo of my friend from Danang to Hội An because she was not feeling well. She also helped me with my pocket WiFi. I highly recommend Sky Asia Travel.,Số 13 trên 135 Vui chơi & Giải trí ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24894113-Reviews-Sky_Asia_Travel-Hanoi.html,,
HANOI TOUR,-1,4.5,-1,-1,"Cao bằng rất đẹp, HDV tốt, dịch vụ ok, homestay sạch đẹp , đồ ăn hơi nhiều thịt, nói chung là ok, sẽ còn quay lại Cao bằng.",Số 12 trên 134 Vui chơi & Giải trí ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15512785-Reviews-HANOI_TOUR-Hanoi.html,,
Unika Bat Trang Pottery Class,-1,5.0,-1,-1,"Tôi đã có cơ hội trải nghiệm như một người thợ gốm thực sự, từ bước nặn đất, cho vào lò nung, trang trí....và đó cũng là món quà dành tặng cho chính mình do chính tay tôi làm ra🥰🥰. Một cuối tuần thật thú vị bên những người bạn của tôi. Cảm ơn Unika Bat Trang class. Tôi sẽ giới thiệu cho những người bạn của tôi biết tới trải nghiệm này.",Số 9 trên 135 Vui chơi & Giải trí ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d22848735-Reviews-Unika_Bat_Trang_Pottery_Class-Hanoi.html,,
Ninh Binh Travel Office,-1,5.0,-1,-1,"Dịch vụ tuyệt vời, chúng tôi đã đặt vé xe tại văn phòng ninh binh travel office cho chuyến đi tiếp theo của mình, đặt vé rất dễ dàng, xe đón ngay trung tâm, người điều hành giúp chúng tôi mọi thứ",Số 1 trên 4 Đồ ăn & Đồ uống ở Ninh Hai,https://www.tripadvisor.com.vn/Attraction_Review-g12866457-d19117285-Reviews-Ninh_Binh_Travel_Office-Ninh_Hai_Hoa_Lu_District_Ninh_Binh_Province.html,,
Halong bay cruises - To Vietnam Travel,-1,5.0,-1,-1,Chúng tôi noia chuyện với bạn Mia qua facebook . Và sau khi bạn dsax tư vấn cho chúng tôi tour du thuyền 2 ngày với tàu ambassador chúng tôi đã quyết định chọn mua gói tour này. Mọi thứ thật tuyệt vời. Tàu rất đẹp và dịch vụ tốt. Cảm ơn bạn mia,Số 85 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25369857-Reviews-Halong_bay_cruises_To_Vietnam_Travel-Hanoi.html,,
